"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Integrated Desktop Category","Product Marketed as a Workstation","Installed NPU","Motherboard Form Factor","Product DIMM Count","Operating System Name","Processor Brand","Processor Name","Physical CPU Cores (count)","CPU Packages (count)","CPU Base Clock Speed (GHz) ","CPU Maximum Clock Speed (GHz) ","System Memory (GB)","Multi-Channel Memory Support","Capable of Switchable Graphics","Switchable Graphics Enabled by Default in AC Mode ","Discrete Graphics Frame Buffer Bandwidth (GB/s) ","Discrete Graphics Frame Buffer Data Width (bits) ","Fast Ethernet Ports (count)","Gigabit Ethernet Ports (count) ","10 Gigabit Ethernet Ports (count)","Energy Efficient Ethernet (EEE) ","Number of Installed Storage Drives ","Number of Integrated Displays (count) ","Integrated Display Resolution (megapixels) ","Integrated Display Viewable Screen Area (sq in) ","Enhanced Performance Display Present ","Integrated Display Diagonal Screen Size (in)","Internal Power Supply Efficiency at 10% Load","Internal Power Supply Efficiency at 20% Load","Internal Power Supply Efficiency at 50% Load","Internal Power Supply Efficiency at 100% Load","Category I1/1 Internal Power Supply Efficiency at 50% Load","Category I1/1 Internal Power Supply Efficiency at 100% Load","External Power Supply Rated Power (W)","Internal Power Supply Rated Power (W)","MUX Device","Storage Technology","Total Battery Capacity (watt-hours)","Default Low-power Mode","Long Idle Power Used for Sleep Mode","Off Mode (watts)","Sleep Mode (watts)","Long Idle (watts)","Short Idle (watts)","Additional Measured Power in Short Idle at 115V (W) ","Base TEC Allowance (kWh)","Functional Adder Allowances (kWh)","TEC of Model (kWh)","Maximum TEC Requirements (Etec max) (kWh) ","Ethernet Capability","Touch Screen","Sleep Mode Default Time Upon Shipment (min.)","Display Sleep Mode Default Time Upon Shipment (min.)","WOL (Wake on LAN) From Sleep","Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"4515488","Acer Incorporated","Acer","TMP214-E","TMP214-E","EX214-54,EX214-54; N25LD3,N25LD3",,"Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 5","8","1","1.5","4.2","16",,"No","No",,,,,,"No","1","1","2.3","88.11","No","14",,,,,,,"65",,"No","SDD","50.7","Sleep Mode","No","0.5","0.9","1.7","4.9",,"8","7.8","15.2","15.6","Yes","No","5","5","Shipped Disabled",,"12/16/2025","11/21/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP214-E_112120250908874_8765220"
"4515267","JP SA Couto, SA","Jp. ik","LEAP W GREEN","JPLW506-0*","LEAP W 506,JPLW506-0*,where ""*"" can be any number from 0-9",,"Notebook",,"No","No",,,"Windows 11","Intel","12th Gen Intel� Core� i3 1215U","1","6","1.2","4.4","128",,,,,,,"1",,"No","1","1","1.05","83.42","No","14",,,,,,,"65",,"No","SSD","57","None",,"0.6","0.8","2.5","4.4","5.7","8","20","14.8","27.8","Yes","No","30","15","Shipped Enabled Under All Conditions","Yes","02/17/2025","11/18/2025","United States","ES_1095578_JPLW506-0*_112020250943296_5475421"
"4515249","Acer Incorporated","Acer","N24Q5","TMP414-53-G2","N24Q5,TMP414-53-G2-TCO; N24Q5,TMP414P-53-G2","195133268950;195133268967;195133268974","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core 5 120U","10","1","1.4","5.4","16",,"No","No",,,"1","1",,"Yes","1","1","2.3","88","No","14",,,,,,,"100",,"No","SDD","65","ALPM","Yes","0.6","1","1","4.7","5.5","8","7.7","15.1","15.5","Yes","No","5","3","Shipped Enabled Under All Conditions",,"10/30/2025","11/20/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP414-53-G2_111920250844645_5271930"
"4515238","ASUSTeK Computer Inc.","ASUS","GR70","GR70","GR70,GR70D",,"Desktop",,,"No",,"2","Windows 11 Home","AMD","Ryzen 9","16","1","2.5","5.4","32","No","No",,"384","128","1",,,"Yes","1",,,,,,,,,,,,"330",,"No","SSD",,"Sleep Mode","No","0.2","2","12.2","20.1",,"41","53.3","71.5","93.8","Yes","No","5","5",,"Yes","11/15/2025","11/19/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_GR70_111920250943251_6009146"
"4515211","Acer Incorporated","Acer","N25C15","TMX214-51",,"195133190992","Notebook",,"No","Yes",,,"Microsoft Windows 11 Pro","Intel","Intel(R) Core(TM) 7 150U","10","1","1.8","1.8","32",,,,,,"0","1","0","Yes","1","1","2.3","88","No","14.01",,,,,,,"65",,"No","SSD","53","ALPM","Yes","0.3","0.7","0.7","5.3","5.7","8","9.6","13.7","17.4","Yes","No","10","10","Shipped Enabled Under All Conditions","No","11/14/2025","11/19/2025","United States, Japan, Canada, Taiwan","ES_20101_TMX214-51_111320250904358_1560900"
"4515210","ASUSTeK Computer Inc.","ASUS","E1404T","E1404T","E1404T,L1404T",,"Notebook",,"No","Yes",,,"Windows 11 Pro","Intel","Core 3","8","1","1.9","3.9","8",,,,,,,"0",,"No","1","1","2.07","83.42","No","14",,,,,,,"45",,"No","SSD","42","Modern Standby","Yes","0.1","0.4","0.4","3.6","4.1","8","6.4","8.8","14.2","No","No","5","5",,,"12/08/2025","11/19/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_E1404T_111720250205993_3206004"
"4515209","ASUSTeK Computer Inc.","ASUS","E1504T","E1504T","E1504T,L1504T","199291342989;199291342996;199291343009;199291344082","Notebook",,"No","Yes",,,"Windows 11 Pro","Intel","Core 3","8","1","1.9","3.9","8",,,,,,,"0",,"No","1","1","1.05","103.26","No","16",,,,,,,"45",,"No","SSD","42","Modern Standby","Yes","0.1","0.3","0.3","3.7","4.4","8","6.5","8.5","14.3","No","No","5","5",,,"12/08/2025","11/19/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_E1504T_111720250332291_5463320"
"4515182","ASUSTeK Computer Inc.","ASUS","M1502N","M1502N","M1502N,D1502N; M1502N,Y1502CN",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","3.2","4.8","24",,,,,,,"0",,"No","1","1","2.07","103.27","No","15.6",,,,,,,"68",,"No","SSD","42","Modern Standby","Yes","0.1","0.5","0.5","4.5","5.6","8","9.2","11.1","17","No","No","5","5",,,"12/05/2025","11/18/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_M1502N_111320250742675_2493943"
"4515123","Durabook Americas Inc.","Durabook","R10","R10",,,"Slate/Tablet",,"No","Yes",,,"Windows 11",,,,"1","2.2","4.8","32",,,,,,"0","1","0","Yes","1","1","2.3","44.94","No","10",,,,,,,"65",,"No","SDD","50.1","Connected Sleep","No","0.2","1.1","1.1","4.6",,"8","8.3","14.7","16.1","Yes","Yes","5","5",,"Yes","12/01/2025","11/17/2025","United States","ES_1121773_R10_11172025124231_1340131"
"4515113","ASUSTeK Computer Inc.","ASUS","M1605N","M1605N","M1605N,D1605N; M1605N,Y1605CN",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","3.2","4.8","16",,,,,,,"0",,"No","1","1","2.3","114.94","No","16",,,,,,,"68",,"No","SSD","50","Modern Standby","Yes","0.1","0.5","0.5","5","6.3","8","9","11.9","16.8","No","No","5","5",,,"12/05/2025","11/17/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_M1605N_11172025071161_5170445"
"4515107","VAIO Corporation","VAIO","PCA040A11L","VJS4R1X1311G",,"814926021403","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","16","1","1.4","5","64",,,"No",,,"0","1","0","Yes","1","1","4.1","88.12","No","14",,,,,,,"65",,"No","SDD","71","Moden Standby","Yes","0.2",,"0.5","6",,"8","16","13.4","23.8","Yes","Yes","5","5","Shipped Enabled Under All Conditions","Yes","11/01/2024","10/24/2025","United States, Japan","ES_1133288_VJS4R1X1311G_102120250623821_1782060"
"4515106","VAIO Corporation","VAIO","PCA040A11L","VJS4R1X1411G",,"814926021410","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","16","1","1.4","5","32",,,"No",,,"0","1","0","Yes","1","1","4.1","88.12","No","14",,,,,,,"65",,"No","SDD","71","Moden Standby","Yes","0.2",,"0.5","6",,"8","12.2","13.4","20","Yes","Yes","5","5","Shipped Enabled Under All Conditions","Yes","11/01/2024","10/24/2025","United States, Japan","ES_1133288_VJS4R1X1411G_102120250624152_2302221"
"4515103","ASUSTeK Computer Inc.","ASUS","M1405N","M1405N","M1405N,D1405N; M1405N,Y1405CN",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","3.2","4.8","16",,,,,,,"0",,"No","1","1","2.3","88.12","No","14",,,,,,,"68",,"No","SSD","42","Modern Standby","Yes","0.1","0.5","0.5","3.6","4.3","8","7.7","9.4","15.5","No","No","5","5",,,"12/05/2025","11/17/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_M1405N_111220250715399_1194040"
"4515102","Micro-Star International Co., Ltd.","MSI","Cubi B0A8","Cubi 5 1M",,"824142310328","Desktop",,,"No","Nano-ITX","2","Windows 11  Pro 26100.3775","Intel","Core 7 150U 1.8 GHz","10","1","1.8","5.4","32","No","No",,,,"1","1",,"Yes","2",,,,,,,,,,,,"65",,"No","2.5 inch HDD",,"None","No","0.4","1.1","4.9","7.6",,"41","11","29.3","51.4","Yes","No","15","10","Shipped Enabled When Operating on Ac Power Only","Yes","10/20/2025","11/17/2025","United States, Japan, Canada, Taiwan","ES_1047644_Cubi 5 1M_111320250821134_8000826"
"4515091","Acer Incorporated","Acer","N24Q5","TMP214-55-G2","N24Q5,TMP214-55-G2-TCO; N24Q5,TMP214-55T-G2; N24Q5,TMP214-55T-G2-TCO","195133254267;195133254274;195133255226;195133255233;195133267229;195133267243;195133279673","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core 7 150U","10","1","1.8","5.4","64",,"No","No",,,"1","1",,"Yes","1","1","2.3","88","No","14",,,,,,,"100",,"No","SDD","65","ALPM","Yes","0.5","0.9","0.9","5.1","5.3","8","13.5","14.9","21.3","Yes","No","5","3","Shipped Enabled Under All Conditions",,"10/29/2025","11/14/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP214-55-G2_111220250536451_3761905"
"4514565","Compumax Computer Ltd.","COMPUMAX","DRACO SERIES CX","1046-800-0001","1046-900-0###; 1052-800-0###; 1052-900-0###; 1053-800-0###; 1053-900-0###; 1056-800-0###; 1056-900-0###; 1060-800-0###; 1060-900-0###; 1062-800-0###; 1062-900-0###; 1064-800-0###; 1064-900-0### (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different Configurations, different exterior colors or different marketing purposes.); DRACO SERIES CX######## (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different configurations, different exterior colors or different marketing purposes.),1046-800-0###",,"Desktop",,,"Yes","Standard-ATX","1","Windows 11","Intel","Core Ultra 7","12","1","2","4.8","64","No","No",,,,"0","1","0","No","1",,,,,,,,,,,,"119.7",,"No","SSD",,"Sleep Mode","No","0.4","1.9","6.5","7.2",,"41","9.6","32.6","50.1","Yes","No","5","5",,"No","11/05/2025","11/11/2025","United States, Canada","ES_1080735_1046-800-0001_11122025152930_9929320"
"4514564","Compumax Computer Ltd.","COMPUMAX","DRACO SERIES RZ","1051-800-0001","1054-800-0###; 1054-900-0###; 1057-800-0###; 1057-900-0###; 1058-800-0###; 1058-900-0###; 1059-800-0###; 1059-900-0###; 1061-800-0###; 1061-900-0###; 1063-800-0###; 1063-900-0### (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different Configurations, different exterior colors or different marketing purposes.); DRACO SERIES,1051-800-0###; DRACO SERIES RZ######## (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different configurations, different exterior colors or different marketing purposes.),1051-900-0###",,"Desktop",,,"Yes","Standard-ATX","1","Windows 11","AMD","Ryzen 7","8","1","2","4.5","64","No","No",,,,"0","1","0","No","1",,,,,,,,,,,,"119.7",,"No","SSD",,"Sleep Mode","No","0.4","0.9","7.6","8.1",,"41","9.6","32.1","50.1","Yes","No","15","5",,"No","11/05/2025","11/11/2025","United States, Canada","ES_1080735_1051-800-0001_11122025152832_1555326"
"4514562","Compumax Computer Ltd.","COMPUMAX","ONIX SERIES CX","2046-800-0001","2052-800-0###; 2052-900-0###; 2053-800-0###; 2053-900-0###; 2056-800-0###; 2056-900-0###; 2060-800-0###; 2060-900-0###; 2062-800-0###; 2062-900-0###; 2064-800-0###; 2064-900-0###; ONIX SERIES,2046-800-0###; ONIX SERIES CX######## (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different configurations, different exterior colors or different marketing purposes.),2046-900-0###; RZ3-00##; RZ5-00##; RZ7-00## (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different Configurations, different exterior colors or different marketing purposes.)",,"Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","12","1","2","4.8","64",,"No","No",,,"0","1","0","No","1","1","2.07","103.3","No","15.6",,,,,,,"65",,"No","SDD","50.2","Sleep Mode","No","0.3","0.7","1.5","2.7","3","8","14","9.8","21.8","Yes","No","5","5",,"No","11/05/2025","11/11/2025","United States, Canada","ES_1080735_2046-800-0001_11122025152247_4776458"
"4514561","Compumax Computer Ltd.","COMPUMAX","ONIX SERIES RZ","2051-800-0001","2051-900-0###; 2054-800-0###; 2054-900-0###; 2057-800-0###; 2057-900-0###; 2058-800-0###; 2058-900-0###; 2059-800-0###; 2059-900-0###; 2061-800-0###; 2061-900-0###; 2063-800-0###; 2063-900-0### (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different Configurations, different exterior colors or different marketing purposes.); ONIX SERIES RZ######## (# = 0-9, A-Z, a-z, -, +, blank or any character, representing different configurations, different exterior colors or different marketing purposes.),2051-800-0###",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","4.5","64",,"No","No",,,"0","1","0","No","1","1","2.07","103.3","No","15.6",,,,,,,"65",,"No","SDD","50.2","Sleep Mode","No","0.4","0.8","4.4","6.9","7.4","8","14","20.7","21.8","Yes","No","15","5",,"No","11/05/2025","11/11/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1080735_2051-800-0001_11122025152229_1116010"
"4514498","Acer Incorporated","Acer","N24Q10","TMP215-55","N24Q10,TMP215-55T; N24Q10,TMP215-55-TCO; N24Q10,TMP215-55T-TCO","195133218450;195133277143;195133277150;195133277174;195133303620;195133303637","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core 7 150U","10","1","1.8","5.4","64",,"No","No",,,"1","1",,"Yes","2","1","2.1","103.4","No","15.6",,,,,,,"100",,"No","SDD","65","ALPM","Yes","0.5","1","1","6.5","7.5","8","14.4","17.7","22.2","Yes","No","5","3","Shipped Enabled Under All Conditions",,"10/29/2025","11/12/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP215-55_111120250708933_9185608"
"4514497","Acer Incorporated","Acer","N24Q5","TMP414RN-54","N24Q5,TMP414RN-54-TCO","195133238533;195133245548;195133253017;195133253024;195133269421;195133289979;195133309752;195133325226","Notebook",,"No","Yes",,,"Windows 11 Pro","Intel","Ultra 7 155U","12","1","1.7","4.8","32",,"No","No",,,"1","1",,"Yes","1","1","2.3","88","No","14",,,,,,,"100",,"No","SDD","65","ALPM","Yes","0.6","1.3","1.3","3.9","4.7","8","10.6","15.3","18.4","Yes","Yes","5","3","Shipped Enabled Under All Conditions",,"10/29/2025","11/12/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP414RN-54_110920251413426_3460169"
"4514490","Acer Incorporated","Acer","N24Q5","TMP214-43","N24Q5,TMP214-43-TCO",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","2.7","4.8","64",,"No","No",,,"1","1",,"Yes","1","1","2.3","88","No","14",,,,,,,"100",,"No","SDD","65","ALPM","Yes","1","1.5","1.5","4.9","5.8","8","13.5","18.8","21.3","Yes","No","5","3","Shipped Enabled Under All Conditions",,"10/30/2025","11/11/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP214-43_111020250319241_3877937"
"4514489","Micro-Star International Co., Ltd.","MSI","MS-15Q2","824142448977","MS-15Q2,824142448984","824142448977;824142448984","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 9","1","16","2.3","5.1","64",,,,,,,,,"Yes","1",,,,,,,,,,,,,,"No","SSD","90",,"No","0.3",,"1.2","7.5",,"8","15.1","20.9","23","No","Yes",,,,,"11/09/2025","11/11/2025","United States, Japan, Canada, Switzerland","ES_1047644_MS-15Q2_110620250855611_4186437"
"4514488","Acer Incorporated","Acer","N24Q6","TMP216-41","N24Q6,TMP216-41-TCO",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","2.7","4.8","64",,"No","No",,,"1","1",,"Yes","1","1","2.3","115","No","16",,,,,,,"100",,"No","SDD","65","ALPM","Yes","0.6","1.3","1","7","7.4","8","14.7","20.6","22.5","Yes","No","5","3","Shipped Enabled Under All Conditions",,"10/30/2025","11/11/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_20101_TMP216-41_111020250236354_3111291"
"4514276","Panasonic","Panasonic","FZ-55F******","FZ-55F******","FZ-55D******; FZ-55E******","885170378735;885170380783;885170389939","Ruggedized Notebook",,"No","No",,,"Windows 10,Windows 11","Intel","Core i5,Core i7","4","1","3","4.8","64",,"No","No",,,"0","1",,"Yes","1","1","2.07","83.75","No","14",,,,,,,"110",,"No","SSD","68","Modern Standby","Yes","0.2","1.7","1.7","4.9","5.1","8","18.7","18.9","26.5","Yes","Yes","10","10","Shipped Disabled","No","09/17/2025","11/07/2025","United States, Canada, Taiwan","ES_31845_FZ-55F******_11072025111059_5052148"
"4514274","Acer Incorporated","Acer","N23C3","A315-24P","N23C3,A515-58M; N23C3,A515-58MT; N23C3,A515-58P; N23C3,A515-58PT; N23C3,AG15-21P; N23C3,AG15-21PT; N23C3,EX215-23; N23C3,EX215-24","195133153201;195133155014;195133157476;195133159012;195133161015;195133161220;195133161299;195133161305;195133162081;195133162104;195133162111;195133162128;195133162135;195133163828;195133170475;195133170482;195133172301;195133172493;195133174619;195133175371;195133175463;195133180108;195133185462;195133185479;195133185998;195133186698;195133186704;195133186711;195133186728;195133189217;195133189903;195133191227;195133191234;195133192521;195133198189;195133198806;195133198813;195133202640;195133203722;195133203739;195133207133;195133208611;195133214209;195133219099;195133223775;195133226516;195133228763;195133229302;195133231664;195133231671;195133231688;195133231695;195133231701;195133231848;195133231855;195133236270;195133236287;195133239851;195133240079;195133240857;195133242271;195133244268;195133244954;195133245036;195133252829;195133258685;195133258883;195133263702;195133267502;195133268936;195133274746;195133275194;195133275545;195133279925;195133284356;195133284363;195133285704;195133285735;195133286893;195133293112;195133305174;195133306935;195133307031;195133307048;195133307055;195133309134;195133310048;195133311083;195133311106;195133312585;195133312608;195133314756;195133315029;195133319966;195133319973;195133342285;195133343374;195133343879","Notebook",,"No","No",,,"Microsoft Windows 11 Pro","AMD","AMD Ryzen 3 7320U","4","1","2.4","2.4","16",,,,,,"0","0","0","No","1","1","2.07","103.27","No","15.5",,,,,,,"45",,"No","SSD","53","ALPM","Yes","0.4","0.3","0.3","4","4.5","8","9.3","9","16","No","No","10","10",,,"10/26/2025","11/07/2025","United States, Japan, Canada, Taiwan","ES_20101_A315-24P_11072025082150_2139123"
"4514246","Micro-Star International Co., Ltd.","MSI","PRO DP1 B208","PRO DP80 AI A2G",,"824142444450","Desktop",,,"No","Micro-ATX","2","Windows 11 Pro","Intel","Core(TM) Ultra 7 265@2.4GHz","20","1","2.4","5.3","128","Yes","No",,,,,"1",,"Yes","3",,,,,,"0.87","0.91",,,"0.92","0.89",,"300","No","2.5 inch HDD,3.5 inch HDD",,"None","No","0.2","0.4","3.9","19.9",,"41","73.5","101.9","114","Yes","No","10","15","Shipped Enabled When Operating on Ac Power Only","Yes","09/30/2025","11/04/2025","United States, Japan, Canada, Taiwan","ES_1047644_PRO DP80 AI A2G_110420250929235_2014840"
"4514231","Panasonic","Panasonic","CF-334******","CF-334******","CF-33T******","885170403888","Slate/Tablet",,"No","No",,,"Windows 10,Windows 11",,,,"1","2.2","4.8","32",,"No","No",,,"0","1",,"Yes","1","1","3.11","66.46","No","12",,,,,,,"110",,"No","SSD","49.7","Modern Standby","Yes","0.2","1","1","6.1",,"8","10.2","17.2","18","Yes","Yes","10","10","Shipped Enabled Under All Conditions","No","08/22/2025","11/05/2025","United States, Japan, Canada","ES_31845_CF-334******_11052025080945_7665826"
"4514226","Panasonic","Panasonic","FZ-G2N******","FZ-G2N******",,"885170440043","Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","1.6","4.4","16",,"No","No",,,"0","1",,"Yes","1","1","2.3","45.85","No","10.1",,,,,,,"110",,"No","SSD","47","Modern Standby","Yes","0.2","1","1","3.6",,"8","6.4","12.7","14.2","Yes","Yes","5","5","Shipped Enabled Under All Conditions","No","08/22/2025","11/05/2025","United States, Canada, Taiwan","ES_31845_FZ-G2N******_11042025151754_9381372"
"4514217","Panasonic","Panasonic","FZ-G2K******","FZ-G2K******","FZ-G2E******","885170391970","Slate/Tablet",,"No","No",,,"Windows 10,Windows 11",,,,"1","2.2","4.8","32",,"No","No",,,"0","1",,"Yes","1","1","2.3","45.85","No","10.1",,,,,,,"110",,"No","SSD","47","Modern Standby","Yes","0.3","1","1","4.6",,"8","8.3","14.7","16.1","Yes","Yes","10","10","Shipped Enabled Under All Conditions","No","08/22/2025","11/05/2025","United States, Canada, Taiwan","ES_31845_FZ-G2K******_11042025152220_7862665"
"4514202","Panasonic","Panasonic","CF-338******","CF-338******","CF-33Y******","885170443013","Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","1.9","5.2","32",,"No","No",,,"0","1",,"Yes","1","1","3.11","66.46","No","12",,,,,,,"110",,"No","SSD","49.7","Modern Standby","Yes","0.3","1.1","1.1","3.7",,"8","10.2","13.3","18","Yes","Yes","5","5","Shipped Enabled Under All Conditions","No","08/22/2025","11/05/2025","United States, Japan, Canada","ES_31845_CF-338******_11042025150801_627862"
"4514198","Lenovo Group Limited","Lenovo","Lenovo V14 G6 ARP","Lenovo V14 G6 ARP","Lenovo V14 G6 ARP 1,Lenovo V14 G6 ARP 1,All models are identical except for the model name and number, which are used for marketing purposes.",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7 170","8","1","3.2","4.8","32",,,,,,,"1",,"Yes","1","1","2.07","83.42","No","14",,,,,,,"65",,"No","SSD","47","Alternative Low Power Mode (ALPM)","Yes","0.2","0.6","0.6","4.5","5","8","9.2","11.9","17","Yes","No","5","5","Shipped Enabled Under All Conditions","Yes","11/21/2025","11/05/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1037540_Lenovo V14 G6 ARP_102920250752627_4102115"
"4514196","Lenovo Group Limited","Lenovo","Lenovo V15 G6 ARP","Lenovo V15 G6 ARP","Lenovo V15 G6 ARP 1,Lenovo V15 G6 ARP 1,All models are identical except for the model name and number, which are used for marketing purposes.",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7 170","8","1","3.2","4.8","32",,,,,,,"1",,"Yes","1","1","2.07","103.27","No","15.6",,,,,,,"65",,"No","SSD","47","Alternative Low Power Mode (ALPM)","Yes","0.2","0.5","0.5","5.2","5.7","8","10.2","12.6","18","Yes","No","5","5","Shipped Enabled Under All Conditions","Yes","11/21/2025","11/05/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1037540_Lenovo V15 G6 ARP_10292025080030_4382512"
"4514152","ASUSTeK Computer Inc.","ASUS","M3607G","M3607G","M3607G,D3607G","199291276352","Notebook",,"No","Yes",,,"Windows 11 Pro","AMD","Ryzen AI 9","12","1","2","5.2","32",,,,,,,"0",,"No","1","1","2.3","88.26","No","16",,,,,,,"68",,"No","SSD","70","Modern Standby","Yes","0.2","0.6","0.6","5","5.9","8","10.9","12.5","18.7","No","No","5","5",,,"11/17/2025","11/04/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_M3607G_103120250823718_7486926"
"4514151","Acer Incorporated","Acer","N24C9","SFG14-64","N24C9,SFG14-64T","195133286725","Notebook",,"No","No",,,"Microsoft Windows 11 Pro","AMD","AMD Ryzen AI 7 350 w/ Radeon 860M","8","1","2","2","32",,,,,,"0","0","0","No","1","1","5.18","88.25","No","14.01",,,,,,,"100",,"No","SSD","75","ALPM","Yes","0.3","0.5","0.5","7.2","8","8","11.8","16.2","19.6","No","No","5","5",,,"10/26/2025","11/04/2025","United States, Japan, Canada, Taiwan","ES_20101_SFG14-64_102920250326976_1638923"
"4514146","Acer Incorporated","Acer","N23C3","A15-51P","N23C3,A15-51M; N23C3,A15-51MT; N23C3,A15-51PT; N23C3,EX215-56","195133185493;195133185509;195133225564;195133233699;195133241168;195133242233;195133242240;195133246644;195133279918;195133283250;195133312394;195133312820","Notebook",,"No","No",,,"Microsoft Windows 11 Pro","Intel","13th Gen Intel� Core(TM) i7-1355U","10","1","1.7","1.7","32",,,,,,"0","0","0","No","1","1","3.69","103.19","No","15.54",,,,,,,"65",,"No","SSD","53","ALPM","Yes","0.2","0.5","0.5","5.3","5.8","8","11.4","12.4","19.2","No","No","10","10",,,"10/26/2025","11/04/2025","United States, Japan, Canada, Taiwan","ES_20101_A15-51P_110420250145420_8476656"
